Name,City,Cuisine Style,Ranking,Rating,Price Range,Number of Reviews,Reviews
Gastronomica,London,"Italian, Vegetarian Friendly",4583,4,$$ - $$$,51,"Nice little place, Great for a coffee pit stop, 12/17/2017, 04/27/2017"
Le Pain Quotidien,London,"French, Cafe, European, Vegetarian Friendly, Vegan Options, Gluten Free Options",4584,3.5,$$ - $$$,467,"Nice but overpriced, Euro-star handy, 12/29/2017, 12/23/2017"
City Cafe,London,British,4585,4,$$ - $$$,81,"Great Breakfast Buffet, Sumptous breakfast, 12/29/2017, 04/02/2017"
Benugo - British Museum,London,"Cafe, European, British, Vegetarian Friendly",4586,3.5,$$ - $$$,179,"Pizza Plus, Benugo runs the food operations at many to..., 10/31/2017, 10/26/2017"
Mio Restaurant,London,"Italian, Pizza, Mediterranean, European, Vegetarian Friendly",4587,4.5,$,14,"Outstanding value, Home made pasta and outstanding service, 11/23/2017, 11/05/2017"
Amber Bar,London,"Bar, British",4588,4,$$ - $$$,170,"Work night out, Always delivers a great night out, 12/13/2017, 08/25/2017"
Japanese Restaurant Seto,London,"Japanese, Asian",4589,4,$$ - $$$,64,"nice and easy going restaurant, Beautiful Japanese food, 10/16/2017, 10/14/2017"
Ediths House,London,"Cafe, Vegetarian Friendly",4590,4.5,$$ - $$$,22,"Family and dog friendly, ""Cosy cuppa at grannys"", 11/16/2017, 08/31/2017"
WE ARE BAR,London,"Bar, British, Contemporary, Fusion, Pub, Vegetarian Friendly",4591,4.5,$$ - $$$,33,"Good service, Good attentive service, 12/15/2017, 12/09/2017"
Lure Fish Kitchen,London,"Seafood, British",4592,4.5,$$ - $$$,47,"Good food and Service, great food, 10/08/2017, 09/24/2017"
The Cross Keys,London,"Bar, British, Pub, Gastropub, Vegetarian Friendly, Gluten Free Options",4593,4,$$ - $$$,142,"Saturday lunch, Great lunch, 11/05/2017, 09/30/2017"
LAssaggino,London,"Italian, Mediterranean, European, Vegetarian Friendly, Vegan Options",4594,4.5,$$ - $$$,38,"Great Italian restaurant in Richmond, Lunch with my kids, 01/08/2018, 01/06/2018"
Pepe Italian Street Food,London,"Italian, Pizza, Street Food, Fast Food, Vegetarian Friendly, Vegan Options",4595,4.5,$,49,"Fantastic! just like in my native Italy, Fantastic pizza, 01/03/2018, 12/09/2017"
C & R Izakaya,London,"Japanese, Sushi, Vegetarian Friendly",4596,4,$$ - $$$,75,"Very nice, A Japanese with great good value for money, 10/06/2017, 06/18/2017"
Tortilla,London,"Mexican, Fast Food, American, Vegetarian Friendly",4597,4,$,60,"Burtillo was great, Meal before meeting, 10/30/2017, 10/08/2017"
Brinkleys Garden,London,"International, Bar, British, Contemporary, Vegetarian Friendly, Gluten Free Options",4598,4,$$ - $$$,137,"Passable food...great atmosphere, Cool place for dinner and drinks in Chelse..., 12/22/2017, 11/30/2017"
The Godfather,London,"Italian, Pizza, Vegetarian Friendly",4599,4.5,$,57,"Really good, Delicious pizza, 09/01/2017, 01/23/2017"
The Hospital Club,London,"Bar, British, Pub, Vegetarian Friendly, Gluten Free Options",4600,4.5,$$ - $$$,44,"amazing breakfast, Oasis from the hustle and bustle surroundi..., 12/13/2017, 08/28/2017"
Finchs Pub,London,"Bar, British, Pub, Cafe, Gastropub, Vegan Options, Gluten Free Options",4601,4,$$ - $$$,117,"Cosy place, Always reliable, 12/02/2017, 11/15/2017"
Georges Diner,London,Seafood,4602,4.5,$$$$,34,"Welcome new addition to East Chiswick High..., Superb fish restaurant!, 01/03/2018, 12/22/2017"
Jai Shri Krishna,London,"Indian, Asian, Vegetarian Friendly, Vegan Options",4603,4.5,$,53,"Great Place to visit in London, A nice cosy place for Vegetarian food., 12/25/2017, 12/23/2017"
The Royal Oak,London,"Bar, British, Pub",4604,4,$,119,"Nice Pub, great food, My old neighbourhood local, 10/02/2017, 09/09/2017"
Galvin Hop,London,"Bar, Gastropub, European, British, Vegetarian Friendly, Gluten Free Options",4605,4,$$ - $$$,326,"Decent experience, Good first impression, 01/03/2018, 12/21/2017"
Giovannis,London,"Cafe, British, Vegetarian Friendly",4606,4,$,48,"Nice family place to eat, Great Breakfast Spot!, 04/12/2017, 01/17/2017"
Sandwich Street Kitchen,London,Cafe,4607,5,$,13,"Friendly and value for money, ""Best breakfast Ive had in years"", 12/21/2017, 10/26/2017"
Osteria dellArte,London,"Italian, Pizza, Mediterranean, Vegetarian Friendly",4608,4,$$ - $$$,184,"Nice place, Nice food, pleasdant service, 12/17/2017, 09/03/2017"
izakaya Japan,London,"Japanese, Sushi, Asian, Vegetarian Friendly, Gluten Free Options",4609,4,$$ - $$$,77,"Welcome back !, The real deal and definitely worth revisit..., 12/20/2017, 11/16/2017"
Smaka,London,"European, Swedish, Scandinavian, Cafe, Vegetarian Friendly, Vegan Options",4610,5,$$ - $$$,42,"Amazing food! Thumbs up., Friendly staff and outstanding food, 08/10/2017, 05/06/2017"
Anchor & Hope,London,"Bar, Pub",4611,4.5,$,22,"Sunday lunch, Great Atmosphere, 12/10/2017, 12/10/2017"
Yamal Alsham,London,"Arabic, Vegetarian Friendly, Vegan Options",4612,4,$$ - $$$,423,"Delicious with good service, Nice and Welcome, 12/12/2017, 11/17/2017"
Burnt Toast Cafe,London,"Cafe, British, Vegetarian Friendly, Vegan Options",4613,4,$$ - $$$,54,"Great location, good atmosphere, tasty foo..., Great Brunch and fun to go your own toast, 12/22/2017, 11/03/2017"
Peoples Choice Cafe,London,"Cafe, Vegetarian Friendly",4614,4.5,$,20,"Wanted to see why others rated very high, Best in the area, 12/02/2017, 11/15/2017"
Montparnasse Cafe,London,"French, Cafe, European, Vegetarian Friendly",4615,4.5,$$ - $$$,27,"A touch of Paris in London, charming french cafe, 11/27/2017, 07/17/2017"
Off The Wall,London,"British, International, European",4616,4,$$ - $$$,81,"Short stay, Cosy place, 05/08/2017, 04/28/2017"
WOW Simply Japanese,London,"Japanese, Sushi, Asian, Vegetarian Friendly, Gluten Free Options",4617,4,$$ - $$$,94,"Hot appetisers hit the spot!, Sumptuous Sushi and more, 12/07/2017, 04/17/2017"
Pizza Express,London,"Italian, Pizza, Vegetarian Friendly, Vegan Options, Gluten Free Options",4618,4,$$ - $$$,142,"Good, original pizzas and great desserts!, Better food than the music, 10/13/2017, 05/29/2017"
San Lorenzo Wimbledon,London,"Italian, Mediterranean, Vegetarian Friendly, Gluten Free Options",4619,3.5,$$ - $$$,198,"Lovely food but what an awful racket, For fine dinning in Wimbledon, 12/20/2017, 12/13/2017"
Pret A Manger St. Johns Wood,London,"Cafe, Fast Food, Soups, Vegan Options, Vegetarian Friendly",4620,4,$,47,"Average, relaxing and comfortable place, 01/07/2018, 12/04/2017"
Frankies Sports Bar & Diner,London,"Bar, American",4621,3.5,$$ - $$$,381,"Nice place to eat near Stamford Bridge, Nice place but slow service, 12/18/2017, 12/13/2017"
Chucs Bar & Grill,London,"Italian, European, Vegetarian Friendly",4622,4.5,$$ - $$$,45,"Great little place, absolutely superb, 11/11/2017, 10/26/2017"
Simon the Tanner,London,"Bar, British, Pub",4623,4,$,48,"A nice place for a sandwich and pint at lu..., Good interesting local pub, 11/28/2017, 11/09/2017"
Sushi Eatery,London,"Japanese, Sushi, Asian, Vegetarian Friendly",4624,3.5,$$ - $$$,217,"£5 charge if you waste food., Paolo, 01/07/2018, 01/03/2018"
City Cafe,London,"European, British",4625,4,$$ - $$$,132,"Nice place to have breakfast, Very good for a hotel, 10/22/2017, 10/12/2017"
Wasabi Victoria Station,London,"Japanese, Fast Food, Sushi, Asian, Vegetarian Friendly",4626,4,$,209,"Sweet chili chicken, Promises so much, delivers far less, 01/03/2018, 11/25/2017"
Ninth Ward London,London,"American, Bar, Pub, Cajun & Creole",4627,4,$$ - $$$,70,"Great food, great vibe, I wish I Still worked in Fartingdon, 08/15/2017, 07/04/2017"
TGI Fridays - Covent Garden,London,"American, Bar, Central American, Vegetarian Friendly",4628,3.5,$$ - $$$,885,"Lovely., Pre theatre drinks and food, 01/08/2018, 01/06/2018"
The Bear & Staff,London,"Bar, British, Pub, Brew Pub, Vegetarian Friendly",4629,4,$$ - $$$,481,"Tasty Pub Fare, Nice London Pub, 01/02/2018, 12/29/2017"
Belgo Noord,London,"Belgian, Bar, Seafood, European, Gluten Free Options",4630,4,$$ - $$$,258,"Pit stop ahead of a gig at The Roundhouse, Good for a drink but seeks improvement, 11/13/2017, 07/28/2017"
Chai Thali,London,"Indian, Asian, Street Food, Vegetarian Friendly, Vegan Options",4631,4,$$$$,55,"Fancy but not that great, Tasty food, nice restaurant and friendly s..., 01/09/2018, 01/08/2018"
Wholemeal Cafe,London,"Cafe, British, Vegetarian Friendly, Vegan Options, Gluten Free Options",4632,4.5,$$ - $$$,71,"Streatham mainstay that never disappoints, Superb food in a relaxed setting, 10/11/2017, 08/30/2017"
Tea Darling,London,"Cafe, Vegan Options, Gluten Free Options, Vegetarian Friendly",4633,5,$$ - $$$,19,"Truly Scrumptious, Hidden Gem, 02/14/2017, 02/11/2017"
Marco Pierre White Wheelers Oyster Bar & Grill Room,London,"Seafood, European, British, Vegetarian Friendly, Gluten Free Options",4634,3.5,$$$$,163,"Duo Birthday Treat, Lovely meal, 01/07/2018, 12/21/2017"
Good & Proper Tea,London,"Cafe, British, European, Vegetarian Friendly, Vegan Options",4635,4.5,$,23,"A sanctuary from the nightmare of the work..., Delicious tea and friendly service. My ne..., 01/08/2018, 12/26/2017"
The Horniman at Hays,London,"Bar, British, Pub, Vegetarian Friendly, Gluten Free Options",4636,3.5,$$ - $$$,899,"Christmas party - great service, Yummy healthy meal, great ambieance, 01/03/2018, 01/01/2018"
Union Theatre Cafe,London,"Cafe, British, Vegetarian Friendly",4637,4.5,$,55,"Excellent cafe under railway arches, Full English Breakfast, 10/08/2017, 10/08/2017"
The Bull,London,"Bar, British, Pub, Vegetarian Friendly, Gluten Free Options",4638,4,$$ - $$$,175,"Very Good Gastropub food - excellent staff, Sunday dinner, 12/22/2017, 12/06/2017"
Albion Clerkenwell,London,"Cafe, British, Grill, Vegetarian Friendly, Gluten Free Options, Vegan Options",4639,4,$$ - $$$,74,"A little variable, Nice selection of food and drinks, 10/11/2017, 10/10/2017"
The Pigs Ear,London,"Bar, British, Pub, Vegetarian Friendly",4640,4,$$ - $$$,249,"A positive delight, A Very Good Stop, 09/22/2017, 09/17/2017"
The Round House,London,"Bar, British, Pub, Gastropub",4641,4,$$ - $$$,129,"Pretty o.k, Lively and traditional.., 11/01/2017, 10/21/2017"
Banyan on the Thames,London,"British, International, European, Grill, Vegetarian Friendly, Gluten Free Options",4642,4,$$ - $$$,420,"Good place on the water, Reliable great meal every time, 10/08/2017, 09/06/2017"
Cafe Ole,London,"Cafe, British, Vegetarian Friendly, Vegan Options",4643,4.5,$$ - $$$,38,"Amazing Breakfast and great service!!, 3 really good breakfasts, 12/20/2017, 12/04/2017"
Little Persia,London,"Middle Eastern, Persian, Vegetarian Friendly, Halal, Gluten Free Options",4644,4,$$ - $$$,239,"Good food, Good Persian, 10/20/2017, 10/20/2017"
Patara Fine Thai Cuisine - Berners st,London,"Asian, Thai, Vegetarian Friendly, Vegan Options, Gluten Free Options",4645,4,$$ - $$$,85,"Good vegetarian options, lovely decor, Taste of Patara, 07/11/2017, 07/07/2017"
Friends House Restaurant,London,"Cafe, Healthy, Vegetarian Friendly, Vegan Options, Gluten Free Options",4646,4.5,$,25,"Delightful surprise!, Respite from the busy, busy world, 11/06/2017, 10/10/2017"
Mess Cafe,London,"Cafe, British",4647,4.5,$,58,"Best breakfast!, Classic cafe, clearly loved by locals and..., 11/13/2017, 07/18/2017"
Caravan Restaurant,London,"International, Vegetarian Friendly",4648,4,$$ - $$$,23,"Brunch is excellent, lunch not quite so go..., Decent food - worth a visit, 12/30/2017, 12/26/2017"
Mekan,London,"Mediterranean, European, Turkish, Middle Eastern, Halal, Vegetarian Friendly",4649,4,$$ - $$$,67,"good, Good food - poor service, 11/04/2017, 10/02/2017"
Noodle Street,London,"Chinese, Asian, Vietnamese, Vegetarian Friendly",4650,4,$,151,"Good little find, Best oriental restaurant in the area !, 10/02/2017, 06/11/2017"
Balans Soho Society - Stratford City,London,"European, British, Vegetarian Friendly, Gluten Free Options, Vegan Options",4651,4,$$ - $$$,298,"Good restaurant, Good egg dishes and red curry, 12/23/2017, 11/10/2017"
Pizza Metro Pizza,London,"Italian, Pizza, Vegetarian Friendly, Gluten Free Options",4652,4,$$ - $$$,277,"Long established pizza restaurant, Battersea Rise stalwart, 12/28/2017, 12/13/2017"
Willow Bough Tea Rooms,London,"Cafe, British, Soups, Vegetarian Friendly",4653,4.5,$$ - $$$,33,"Christmas afternoon tea, Just Delicious!, 12/03/2017, 11/19/2017"
La Verde at Riverside,London,"Italian, British, Vegetarian Friendly",4654,4,$$ - $$$,64,"All very good, simple and good, 12/04/2017, 09/16/2017"
Ragam,London,"Indian, Asian, Vegetarian Friendly",4655,4,$$ - $$$,154,"Super, understated Indian Restaurant, very good indian, 10/10/2017, 03/27/2017"
Shikumen Ealing,London,"Chinese, Asian, Vegetarian Friendly",4656,4,$$ - $$$,110,"Shhh - its a well kept secret, Fabulous dim sum platter and staff with a..., 10/16/2017, 10/09/2017"
Efes Restaurant,London,"Mediterranean, Turkish, Middle Eastern, Vegetarian Friendly, Halal",4657,4,$$ - $$$,55,"quick authenitc turkish food, Not bad at all, 12/13/2017, 11/17/2017"
Lyceum Tavern,London,"Bar, British, Pub",4658,4,$$ - $$$,290,"Proper pub, Good pub grub, 10/07/2017, 09/02/2017"
Capote y toros,London,"Spanish, Mediterranean, European",4659,4,$$ - $$$,58,"Excellent Spanish food with a great atmosp..., Good tapas spot, 11/27/2017, 03/27/2017"
Basement Sate,London,,4660,4,,76,"Hidden tucked away in Soho, Hidden Treasure :-), 11/11/2017, 05/12/2017"
Saravana Bhavan,London,"Indian, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",4661,4,$,152,"Authentic South Indian Vegetarian Restaura..., Great value, service and taste!, 10/22/2017, 10/02/2017"
Peyotito,London,"Mexican, Latin, Vegetarian Friendly, Vegan Options, Gluten Free Options",4662,4,$$ - $$$,71,"Superb Octopus Ceviche!, Excitingly different, 08/18/2017, 05/05/2017"
Garfunkels,London,"Italian, American, British, Vegetarian Friendly, Gluten Free Options",4663,3.5,$$ - $$$,1505,"Great menu, food good, Nothing special, 01/03/2018, 01/02/2018"
Cecconis City of London,London,"Italian, Mediterranean, European, Vegetarian Friendly, Gluten Free Options",4664,3.5,$$$$,125,"Good, A very good venue and ambience for a post..., 12/29/2017, 12/29/2017"
Bari Bari,London,Vegetarian Friendly,4665,4,$$ - $$$,93,"Very good food, ""Its okay)"", 09/15/2017, 09/06/2017"
Tumnan Thai,London,"Asian, Thai, Vegetarian Friendly",4666,4,$$ - $$$,93,"Great food and service, Solid pad Thai, 12/28/2017, 11/08/2017"
Spinach,London,"British, Vegetarian Friendly, Vegan Options",4667,4.5,$$ - $$$,28,"Friendly and different, A bit different, 12/30/2017, 11/21/2017"
Dirty Martini Monument,London,Bar,4668,4,$$ - $$$,83,"Hidden away gem, Hen do, 08/07/2017, 07/13/2017"
Bengal Tiger,London,"Indian, Asian, Vegetarian Friendly",4669,3.5,$$ - $$$,202,"A City Madras, Consistently good, 01/07/2018, 01/03/2018"
Wagamama,London,"Japanese, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",4670,4,$$ - $$$,94,"Pre Theatre Meal, Always good., 01/08/2018, 12/27/2017"
Hardys,London,"European, British, Vegetarian Friendly, Gluten Free Options",4671,4,$$ - $$$,190,"A lunch with friends, that was excellent..., Consisten, Confortable and Content, 12/20/2017, 11/19/2017"
Sofra,London,"Mediterranean, Turkish, Middle Eastern, Vegetarian Friendly, Vegan Options, Gluten Free Options",4672,3.5,$$ - $$$,803,"A lucky find, Lunch before Concert, 01/06/2018, 12/27/2017"
Pimlico Traditional Fish And Chips,London,"Seafood, Fast Food, British",4673,4,$,63,"Easy and tasty take away fish and chips, Good old Fish & Chips, 11/29/2017, 04/01/2017"
Shad Indian Restaurant,London,"Indian, Asian, Halal, Vegetarian Friendly, Vegan Options",4674,4,$$ - $$$,304,"Indian in the City with standard quality, Fabulous meal, 11/03/2017, 10/30/2017"
Gung Ho Chinese Restaurant,London,"Chinese, Asian",4675,4,$$ - $$$,72,"Still a great Chinese, Still very good, 01/06/2018, 12/03/2017"
Duke on the Green,London,"Bar, British, Pub, Vegetarian Friendly, Gluten Free Options, Vegan Options",4676,4,$$ - $$$,153,"A friendly place, Nice pub with good food, 11/08/2017, 10/25/2017"
The Stags Head 104 New Cavendish Street W1W,London,"Bar, British, Pub",4677,4.5,$,34,"Classic English Pub, Cozy pub, 12/23/2017, 11/19/2017"
Paglia e Fieno,London,"Italian, Pizza, Mediterranean, Vegetarian Friendly, Vegan Options",4678,5,$$ - $$$,19,"Super Italian/Deli on Battersea Park Road, Super!, 06/28/2017, 05/19/2017"
Ippudo,London,"Japanese, Asian, Vegetarian Friendly, Vegan Options",4679,4,$$ - $$$,86,"Not cheap but nevertheless recommended, Good ramen, 12/28/2017, 12/20/2017"
Jamboree Foodfest & Bar,London,"Bar, International, European, Asian, Vegetarian Friendly, Vegan Options, Gluten Free Options",4680,3.5,$$ - $$$,131,"Nice street food and gin bar, Very friendly, bright and good service, 11/25/2017, 11/07/2017"
Pacific Social Club,London,"Cafe, Vegetarian Friendly, Vegan Options",4681,5,$,21,"Best value brunch in Hackney and fantastic..., Intimate cafe, 11/20/2017, 11/03/2017"
La Brioche,London,"Cafe, British, Vegetarian Friendly",4682,4.5,$,67,"Excellent as always, Good value food and drink in South Kensing..., 11/12/2017, 08/10/2017"
Aubaine - Hyde Park,London,"French, European, Vegetarian Friendly",4683,4,$$ - $$$,60,"Relaxed lovely brunch with family is easy..., Good breakfast, 12/28/2017, 11/26/2017"
The Pepys,London,"Bar, British, International, Pub, Vegetarian Friendly",4684,4,$$ - $$$,139,"Good food, friendly staff, Nice view, 12/19/2017, 10/06/2017"
Chicago grill,London,,4685,5,,12,"Awesome food and service, excellent Halal burger, and yummy texas Fr..., 01/05/2018, 01/04/2018"
Bad Sports,London,"Mexican, Bar, Pub, Vegetarian Friendly",4686,4.5,$$ - $$$,17,"best tacos in town, Sports for all, 11/15/2017, 11/13/2017"
Black Axe Mangal,London,"Vegetarian Friendly, Vegan Options",4687,4.5,$$ - $$$,30,"Nice simple food and service, Very special, 01/06/2018, 11/18/2017"
Carousel,London,"Vegetarian Friendly, Gluten Free Options",4688,4.5,$$ - $$$,71,"Great concept with guest chefs, Vitor Claro, 11/19/2017, 10/26/2017"
Bonne Bouffe,London,"French, European, Vegetarian Friendly",4689,4.5,$$ - $$$,23,"Exceptional food, excellent french food, great service, 01/06/2018, 01/03/2018"
Sacro Cuore Pizzeria,London,"Italian, Pizza, Vegetarian Friendly",4690,4,$,36,"Best Pizza but service needs to improve, Amazing pizza but service needs improvemen..., 10/09/2017, 08/16/2017"
Riva,London,"Italian, European, Vegetarian Friendly",4691,4,$$ - $$$,102,"Authentic Italian Food, ""Im nonplussed"", 10/03/2017, 09/18/2017"
Panino Giusto,London,"Italian, European, Vegetarian Friendly",4692,4,$$ - $$$,85,"Good lunch spot!, Love this place, 12/12/2017, 10/24/2017"
